mmc_code,direct_cost,total_cost,start_date,end_date
PRISON,103.34,166.3,1/07/2000,30/06/2001
PRISON,100.1,161.09,1/07/1999,30/06/2000
PRISON,98.14,157.93,1/07/1998,30/06/1999
PRISON,98.49,158.5,1/07/1997,30/06/1998
PRISON,96.88,155.91,1/07/1996,30/06/1997
PRISON,95.81,154.19,1/07/1995,30/06/1996
PRISON,93.93,151.16,1/07/1994,30/06/1995
PRISON,89.82,144.54,1/07/1993,30/06/1994
PRISON,88.85,142.98,1/07/1992,30/06/1993
PRISON,87.69,141.12,1/07/1991,30/06/1992
PRISON,86.85,139.77,1/07/1990,30/06/1991
PRISON,84.47,135.94,1/07/1989,30/06/1990
PRISON,78.49,126.31,1/07/1988,30/06/1989
PRISON,75.15,120.94,1/07/1987,30/06/1988
PRISON,70.67,113.73,1/07/1986,30/06/1987
PRISON,59.41,95.61,1/07/1985,30/06/1986
PRISON,53.81,86.59,1/07/1984,30/06/1985
PRISON,46.14,74.25,1/07/1983,30/06/1984
PRISON,44.06,70.91,1/07/1982,30/06/1983
PRISON,40.69,65.48,1/07/1981,30/06/1982
PRISON,34.78,55.97,1/07/1980,30/06/1981
PRISON,30.23,48.64,1/07/1979,30/06/1980
PRISON,25.63,41.25,1/07/1978,30/06/1979
PRISON,22.8,36.69,1/07/1977,30/06/1978
PRISON,20.31,32.68,1/07/1976,30/06/1977
PRISON,17.81,28.66,1/07/1975,30/06/1976
PRISON,15.13,24.35,1/07/1974,30/06/1975
PRISON,13.17,21.19,1/07/1973,30/06/1974
PRISON,11.97,19.27,1/07/1972,30/06/1973
PRISON,11.13,17.91,1/07/1971,30/06/1972
PRISON,10.36,16.67,1/07/1970,30/06/1971
REMAND,117.41,223.48,1/07/2014,31/12/9999
REMAND,76.23,245.6,1/07/2013,30/06/2014
REMAND,79.82,242.71,1/07/2012,30/06/2013
REMAND,79.67,236.41,1/07/2011,30/06/2012
REMAND,116.25,233.46,1/07/2010,30/06/2011
REMAND,107.73,219.13,1/07/2009,30/06/2010
REMAND,112.5,216.44,1/07/2008,30/06/2009
REMAND,124.27,222,1/07/2007,30/06/2008
REMAND,112.88,197.02,1/07/2006,30/06/2007
REMAND,112.43,183.85,1/07/2005,30/06/2006
REMAND,108.13,176.81,1/07/2004,30/06/2005
REMAND,105.13,171.92,1/07/2003,30/06/2004
REMAND,102.7,167.94,1/07/2002,30/06/2003
REMAND,101.21,165.5,1/07/2001,30/06/2002
REMAND,98.49,161.06,1/07/2000,30/06/2001
REMAND,95.41,156.01,1/07/1999,30/06/2000
REMAND,93.54,152.95,1/07/1998,30/06/1999
REMAND,93.88,153.51,1/07/1997,30/06/1998
REMAND,92.34,151,1/07/1996,30/06/1997
REMAND,91.32,149.33,1/07/1995,30/06/1996
REMAND,89.53,146.4,1/07/1994,30/06/1995
REMAND,85.61,139.99,1/07/1993,30/06/1994
REMAND,84.68,138.47,1/07/1992,30/06/1993
REMAND,83.58,136.68,1/07/1991,30/06/1992
REMAND,82.78,135.36,1/07/1990,30/06/1991
REMAND,80.51,131.66,1/07/1989,30/06/1990
REMAND,74.81,122.33,1/07/1988,30/06/1989
REMAND,71.63,117.13,1/07/1987,30/06/1988
REMAND,67.36,110.14,1/07/1986,30/06/1987
REMAND,56.63,92.6,1/07/1985,30/06/1986
REMAND,51.29,83.87,1/07/1984,30/06/1985
REMAND,43.98,71.91,1/07/1983,30/06/1984
REMAND,42,68.67,1/07/1982,30/06/1983
REMAND,38.78,63.42,1/07/1981,30/06/1982
REMAND,33.15,54.21,1/07/1980,30/06/1981
REMAND,28.81,47.11,1/07/1979,30/06/1980
REMAND,24.43,39.95,1/07/1978,30/06/1979
REMAND,21.73,35.54,1/07/1977,30/06/1978
REMAND,19.36,31.65,1/07/1976,30/06/1977
REMAND,16.98,27.76,1/07/1975,30/06/1976
REMAND,14.42,23.58,1/07/1974,30/06/1975
REMAND,12.55,20.52,1/07/1973,30/06/1974
REMAND,11.41,18.66,1/07/1972,30/06/1973
REMAND,10.61,17.35,1/07/1971,30/06/1972
REMAND,9.88,16.15,1/07/1970,30/06/1971
ROC,15.15,21.62,1/07/2014,31/12/9999
ROC,15.37,21.65,1/07/2013,30/06/2014
ROC,14.65,21.3,1/07/2012,30/06/2013
ROC,13.07,17.41,1/07/2011,30/06/2012
ROC,13.28,17.24,1/07/2010,30/06/2011
ROC,8.49,11.29,1/07/2009,30/06/2010
ROC,6.35,8.22,1/07/2008,30/06/2009
ROC,7.43,8.85,1/07/2007,30/06/2008
ROC,5,5.96,1/07/2006,30/06/2007
ROC,5.55,6.72,1/07/2005,30/06/2006
ROC,5.34,6.46,1/07/2004,30/06/2005
ROC,5.19,6.28,1/07/2003,30/06/2004
ROC,5.07,6.14,1/07/2002,30/06/2003
ROC,5,6.05,1/07/2001,30/06/2002
ROC,4.86,5.89,1/07/2000,30/06/2001
ROC,4.71,5.7,1/07/1999,30/06/2000
ROC,4.62,5.59,1/07/1998,30/06/1999
ROC,4.63,5.61,1/07/1997,30/06/1998
ROC,4.56,5.52,1/07/1996,30/06/1997
ROC,4.51,5.46,1/07/1995,30/06/1996
ROC,4.42,5.35,1/07/1994,30/06/1995
ROC,4.23,5.12,1/07/1993,30/06/1994
ROC,4.18,5.06,1/07/1992,30/06/1993
ROC,4.13,5,1/07/1991,30/06/1992
ROC,4.09,4.95,1/07/1990,30/06/1991
ROC,3.97,4.81,1/07/1989,30/06/1990
ROC,3.69,4.47,1/07/1988,30/06/1989
ROC,3.54,4.28,1/07/1987,30/06/1988
ROC,3.32,4.03,1/07/1986,30/06/1987
ROC,2.8,3.38,1/07/1985,30/06/1986
ROC,2.53,3.07,1/07/1984,30/06/1985
ROC,2.17,2.63,1/07/1983,30/06/1984
ROC,2.07,2.51,1/07/1982,30/06/1983
ROC,1.91,2.32,1/07/1981,30/06/1982
ROC,1.64,1.98,1/07/1980,30/06/1981
ROC,1.42,1.72,1/07/1979,30/06/1980
ROC,1.21,1.46,1/07/1978,30/06/1979
ROC,1.07,1.3,1/07/1977,30/06/1978
ROC,0.96,1.16,1/07/1976,30/06/1977
ROC,0.84,1.01,1/07/1975,30/06/1976
ROC,0.71,0.86,1/07/1974,30/06/1975
ROC,0.62,0.75,1/07/1973,30/06/1974
ROC,0.56,0.68,1/07/1972,30/06/1973
ROC,0.52,0.63,1/07/1971,30/06/1972
ROC,0.49,0.59,1/07/1970,30/06/1971
SUPER,11.58,16.51,1/07/2014,31/12/9999
SUPER,11.25,15.55,1/07/2013,30/06/2014
SUPER,11.19,15.91,1/07/2012,30/06/2013
SUPER,10.69,14.01,1/07/2011,30/06/2012
SUPER,9.89,12.68,1/07/2010,30/06/2011
SUPER,8.84,11.67,1/07/2009,30/06/2010
SUPER,6.72,8.69,1/07/2008,30/06/2009
SUPER,8.58,10.23,1/07/2007,30/06/2008
SUPER,9.51,11.53,1/07/2006,30/06/2007
SUPER,8.16,10.04,1/07/2005,30/06/2006
SUPER,7.85,9.66,1/07/2004,30/06/2005
SUPER,7.63,9.39,1/07/2003,30/06/2004
SUPER,7.45,9.17,1/07/2002,30/06/2003
SUPER,7.35,9.04,1/07/2001,30/06/2002
SUPER,7.15,8.8,1/07/2000,30/06/2001
SUPER,6.92,8.52,1/07/1999,30/06/2000
SUPER,6.79,8.35,1/07/1998,30/06/1999
SUPER,6.81,8.38,1/07/1997,30/06/1998
SUPER,6.7,8.25,1/07/1996,30/06/1997
SUPER,6.63,8.15,1/07/1995,30/06/1996
SUPER,6.5,7.99,1/07/1994,30/06/1995
SUPER,6.21,7.64,1/07/1993,30/06/1994
SUPER,6.15,7.56,1/07/1992,30/06/1993
SUPER,6.07,7.46,1/07/1991,30/06/1992
SUPER,6.01,7.39,1/07/1990,30/06/1991
SUPER,5.84,7.19,1/07/1989,30/06/1990
SUPER,5.43,6.68,1/07/1988,30/06/1989
SUPER,5.2,6.4,1/07/1987,30/06/1988
SUPER,4.89,6.01,1/07/1986,30/06/1987
SUPER,4.11,5.06,1/07/1985,30/06/1986
SUPER,3.72,4.58,1/07/1984,30/06/1985
SUPER,3.19,3.93,1/07/1983,30/06/1984
SUPER,3.05,3.75,1/07/1982,30/06/1983
SUPER,2.81,3.46,1/07/1981,30/06/1982
SUPER,2.41,2.96,1/07/1980,30/06/1981
SUPER,2.09,2.57,1/07/1979,30/06/1980
SUPER,1.77,2.18,1/07/1978,30/06/1979
SUPER,1.58,1.94,1/07/1977,30/06/1978
SUPER,1.4,1.73,1/07/1976,30/06/1977
SUPER,1.23,1.52,1/07/1975,30/06/1976
SUPER,1.05,1.29,1/07/1974,30/06/1975
SUPER,0.91,1.12,1/07/1973,30/06/1974
SUPER,0.83,1.02,1/07/1972,30/06/1973
SUPER,0.77,0.95,1/07/1971,30/06/1972
SUPER,0.72,0.88,1/07/1970,30/06/1971
