school_number,school_type_id,academic_year,school_decile,cost
1121,10023,2002,1,3233.248424
1422,10025,2002,1,3233.248424
1289,10023,2002,1,3233.248424
1770,10024,2002,1,3233.248424
1267,10023,2002,1,3233.248424
1275,10024,2002,1,3233.248424
1508,10023,2002,1,3233.248424
1633,10023,2002,1,3233.248424
1418,10024,2002,1,3233.248424
1685,10024,2002,1,3233.248424
1651,10030,2002,1,3233.248424
1520,10023,2002,1,3233.248424
1564,10025,2002,1,3233.248424
1491,10023,2002,1,3233.248424
1100,10023,2002,1,3233.248424
1348,10024,2002,1,3233.248424
1264,10024,2002,1,3233.248424
1415,10026,2002,1,3233.248424
1827,10023,2002,1,3233.248424
1632,10026,2002,1,3233.248424
1496,10023,2002,1,3233.248424
1648,10023,2002,1,3233.248424
1113,10024,2002,1,3233.248424
1259,10024,2002,1,3233.248424
1147,10030,2002,1,3233.248424
1753,10024,2002,1,3233.248424
1251,10024,2002,1,3233.248424
1322,10024,2002,1,3233.248424
1102,10023,2002,1,3233.248424
1380,10024,2002,1,3233.248424
1217,10025,2002,1,3233.248424
1467,10023,2002,1,3233.248424
1277,10024,2002,1,3233.248424
1468,10024,2002,1,3233.248424
1579,10024,2002,1,3233.248424
1122,10023,2002,1,3233.248424
1373,10024,2002,1,3233.248424
1527,10025,2002,1,3233.248424
1305,10024,2002,1,3233.248424
1332,10024,2002,1,3233.248424
1227,10023,2002,1,3233.248424
1767,10024,2002,1,3233.248424
1546,10023,2002,1,3233.248424
1110,10023,2002,1,3233.248424
1775,10023,2002,1,3233.248424
1631,10026,2002,1,3233.248424
1616,10030,2002,1,3233.248424
1333,10024,2002,1,3233.248424
1459,10023,2002,1,3233.248424
1752,10023,2002,1,3233.248424
1689,10023,2002,1,3233.248424
1215,10025,2002,1,3233.248424
1609,10023,2002,1,3233.248424
1347,10023,2002,1,3233.248424
1393,10024,2002,1,3233.248424
1210,10026,2002,1,3233.248424
1630,10026,2002,1,3233.248424
1619,10023,2002,1,3233.248424
1769,10024,2002,1,3233.248424
1534,10024,2002,1,3233.248424
1794,10024,2002,1,3233.248424
1565,10024,2002,1,3233.248424
1771,10023,2002,1,3233.248424
1751,10023,2002,1,3233.248424
1815,10024,2002,1,3233.248424
1441,10023,2002,1,3233.248424
1287,10023,2002,1,3233.248424
1408,10025,2002,1,3233.248424
1250,10032,2002,1,3233.248424
1576,10023,2002,1,3233.248424
1483,10026,2002,1,3233.248424
1419,10023,2002,1,3233.248424
1768,10025,2002,1,3233.248424
1218,10024,2002,1,3233.248424
1477,10023,2002,1,3233.248424
1718,10023,2002,1,3233.248424
1716,10024,2002,1,3233.248424
1474,10024,2002,1,3233.248424
1274,10025,2002,1,3233.248424
1434,10024,2002,1,3233.248424
1271,10024,2002,1,3233.248424
1310,10024,2002,1,3233.248424
1424,10023,2002,1,3233.248424
1580,10024,2002,1,3233.248424
1569,10025,2002,1,3233.248424
1273,10024,2002,1,3233.248424
1748,10030,2002,1,3233.248424
1705,10023,2002,1,3233.248424
1409,10024,2002,1,3233.248424
1825,10024,2002,1,3233.248424
1470,10024,2002,1,3233.248424
1248,10024,2002,1,3233.248424
1369,10024,2002,1,3233.248424
1507,10023,2002,1,3233.248424
1092,10023,2002,1,3233.248424
1400,10024,2002,1,3233.248424
1453,10023,2002,1,3233.248424
1696,10023,2002,1,3233.248424
1154,10030,2002,1,3233.248424
1142,10023,2002,1,3233.248424
1336,10023,2002,1,3233.248424
1798,10030,2002,1,3233.248424
1563,10024,2002,1,3233.248424
1526,10023,2002,1,3233.248424
1759,10023,2002,1,3233.248424
1291,10023,2002,1,3233.248424
1064,10023,2002,1,3233.248424
147,10030,2002,1,3233.248424
90,10033,2002,1,3233.248424
1045,10023,2002,1,3233.248424
1026,10024,2002,1,3233.248424
1060,10023,2002,1,3233.248424
1070,10023,2002,1,3233.248424
255,10033,2002,1,3233.248424
221,10030,2002,1,3233.248424
1046,10023,2002,1,3233.248424
213,10030,2002,1,3233.248424
185,10030,2002,1,3233.248424
1021,10024,2002,1,3233.248424
1022,10025,2002,1,3233.248424
1084,10024,2002,1,3233.248424
57,10033,2002,1,3233.248424
1053,10023,2002,1,3233.248424
452,10030,2002,1,3233.248424
435,10033,2002,1,3233.248424
94,10029,2002,1,3233.248424
1075,10023,2002,1,3233.248424
207,10029,2002,1,3233.248424
1023,10024,2002,1,3233.248424
1051,10023,2002,1,3233.248424
1069,10023,2002,1,3233.248424
214,10029,2002,1,3233.248424
88,10033,2002,1,3233.248424
1057,10026,2002,1,3233.248424
14,10029,2002,1,3233.248424
1044,10024,2002,1,3233.248424
1037,10024,2002,1,3233.248424
134,10029,2002,1,3233.248424
1033,10023,2002,1,3233.248424
161,10023,2002,1,3233.248424
9,10033,2002,1,3233.248424
1054,10023,2002,1,3233.248424
165,10029,2002,1,3233.248424
127,10033,2002,1,3233.248424
463,10030,2002,1,3233.248424
329,10030,2002,1,3233.248424
97,10033,2002,1,3233.248424
1005,10024,2002,1,3233.248424
1028,10024,2002,1,3233.248424
91,10033,2002,1,3233.248424
10,10030,2002,1,3233.248424
58,10033,2002,1,3233.248424
119,10033,2002,1,3233.248424
518,10026,2002,1,3233.248424
1073,10023,2002,1,3233.248424
149,10033,2002,1,3233.248424
206,10030,2002,1,3233.248424
4226,10030,2002,1,3233.248424
4228,10030,2002,1,3233.248424
3939,10023,2002,1,3233.248424
4229,10023,2002,1,3233.248424
4227,10030,2002,1,3233.248424
3968,10024,2002,1,3233.248424
4205,10023,2002,1,3233.248424
3974,10023,2002,1,3233.248424
2903,10024,2002,1,3233.248424
2961,10024,2002,1,3233.248424
3074,10023,2002,1,3233.248424
2828,10023,2002,1,3233.248424
2922,10024,2002,1,3233.248424
2983,10024,2002,1,3233.248424
3032,10023,2002,1,3233.248424
2938,10026,2002,1,3233.248424
3113,10033,2002,1,3233.248424
3029,10023,2002,1,3233.248424
2847,10024,2002,1,3233.248424
3814,10026,2002,1,3233.248424
3575,10023,2002,1,3233.248424
2818,10024,2002,1,3233.248424
3107,10030,2002,1,3233.248424
2973,10024,2002,1,3233.248424
2859,10024,2002,1,3233.248424
3279,10023,2002,1,3233.248424
3349,10026,2002,1,3233.248424
3030,10024,2002,1,3233.248424
2923,10024,2002,1,3233.248424
3015,10023,2002,1,3233.248424
3117,10030,2002,1,3233.248424
2814,10025,2002,1,3233.248424
2989,10023,2002,1,3233.248424
3523,10024,2002,1,3233.248424
3492,10024,2002,1,3233.248424
3114,10030,2002,1,3233.248424
2707,10023,2002,1,3233.248424
2604,10023,2002,1,3233.248424
2691,10024,2002,1,3233.248424
1883,10023,2002,1,3233.248424
2384,10030,2002,1,3233.248424
1919,10023,2002,1,3233.248424
2577,10023,2002,1,3233.248424
2064,10023,2002,1,3233.248424
2606,10024,2002,1,3233.248424
2715,10023,2002,1,3233.248424
2260,10024,2002,1,3233.248424
2693,10023,2002,1,3233.248424
2359,10023,2002,1,3233.248424
2614,10023,2002,1,3233.248424
1974,10023,2002,1,3233.248424
2460,10023,2002,1,3233.248424
2068,10024,2002,1,3233.248424
2465,10024,2002,1,3233.248424
1986,10023,2002,1,3233.248424
2057,10023,2002,1,3233.248424
2393,10023,2002,1,3233.248424
2009,10023,2002,1,3233.248424
2703,10023,2002,1,3233.248424
2047,10024,2002,1,3233.248424
1888,10023,2002,1,3233.248424
2239,10023,2002,1,3233.248424
2584,10024,2002,1,3233.248424
2739,10023,2002,1,3233.248424
2637,10023,2002,1,3233.248424
1970,10024,2002,1,3233.248424
2550,10024,2002,1,3233.248424
1996,10023,2002,1,3233.248424
2623,10023,2002,1,3233.248424
2062,10030,2002,1,3233.248424
2626,10023,2002,1,3233.248424
1969,10032,2002,1,3233.248424
1968,10024,2002,1,3233.248424
2582,10023,2002,1,3233.248424
2346,10024,2002,1,3233.248424
2096,10023,2002,1,3233.248424
2061,10023,2002,1,3233.248424
2661,10023,2002,1,3233.248424
2668,10024,2002,1,3233.248424
1997,10023,2002,1,3233.248424
2599,10023,2002,1,3233.248424
2023,10023,2002,1,3233.248424
2578,10023,2002,1,3233.248424
2452,10024,2002,1,3233.248424
1926,10024,2002,1,3233.248424
1917,10030,2002,1,3233.248424
2644,10023,2002,1,3233.248424
1922,10023,2002,1,3233.248424
1978,10023,2002,1,3233.248424
2035,10024,2002,1,3233.248424
2445,10030,2002,1,3233.248424
2436,10023,2002,1,3233.248424
2548,10024,2002,1,3233.248424
1948,10023,2002,1,3233.248424
2746,10023,2002,1,3233.248424
2560,10023,2002,1,3233.248424
1866,10023,2002,1,3233.248424
2377,10030,2002,1,3233.248424
2036,10024,2002,1,3233.248424
2554,10024,2002,1,3233.248424
2728,10023,2002,1,3233.248424
2565,10026,2002,1,3233.248424
2665,10024,2002,1,3233.248424
1839,10023,2002,1,3233.248424
1849,10023,2002,1,3233.248424
2586,10023,2002,1,3233.248424
2699,10023,2002,1,3233.248424
2425,10024,2002,1,3233.248424
2011,10023,2002,1,3233.248424
1926,10024,2003,1,3289.142668
2577,10023,2003,1,3289.142668
2665,10024,2003,1,3289.142668
2758,10034,2003,1,3289.142668
2752,10034,2003,1,3289.142668
2377,10030,2003,1,3289.142668
2582,10023,2003,1,3289.142668
2239,10023,2003,1,3289.142668
2445,10030,2003,1,3289.142668
2036,10024,2003,1,3289.142668
2751,10034,2003,1,3289.142668
2747,10034,2003,1,3289.142668
2637,10023,2003,1,3289.142668
2699,10023,2003,1,3289.142668
2668,10024,2003,1,3289.142668
2047,10024,2003,1,3289.142668
1917,10030,2003,1,3289.142668
2565,10026,2003,1,3289.142668
2626,10023,2003,1,3289.142668
2754,10034,2003,1,3289.142668
1970,10024,2003,1,3289.142668
1849,10023,2003,1,3289.142668
2604,10023,2003,1,3289.142668
2096,10023,2003,1,3289.142668
2548,10024,2003,1,3289.142668
1974,10023,2003,1,3289.142668
1883,10023,2003,1,3289.142668
2062,10030,2003,1,3289.142668
2068,10024,2003,1,3289.142668
1997,10023,2003,1,3289.142668
2009,10023,2003,1,3289.142668
2465,10024,2003,1,3289.142668
2693,10023,2003,1,3289.142668
2064,10023,2003,1,3289.142668
2644,10023,2003,1,3289.142668
2749,10034,2003,1,3289.142668
2035,10024,2003,1,3289.142668
2578,10023,2003,1,3289.142668
2614,10023,2003,1,3289.142668
2554,10024,2003,1,3289.142668
2584,10024,2003,1,3289.142668
2359,10023,2003,1,3289.142668
2586,10023,2003,1,3289.142668
2703,10023,2003,1,3289.142668
2023,10023,2003,1,3289.142668
2599,10023,2003,1,3289.142668
2623,10023,2003,1,3289.142668
2728,10023,2003,1,3289.142668
1948,10023,2003,1,3289.142668
2739,10023,2003,1,3289.142668
2757,10034,2003,1,3289.142668
1986,10023,2003,1,3289.142668
2384,10030,2003,1,3289.142668
2061,10023,2003,1,3289.142668
1996,10023,2003,1,3289.142668
1839,10023,2003,1,3289.142668
2393,10023,2003,1,3289.142668
2425,10024,2003,1,3289.142668
2560,10023,2003,1,3289.142668
1978,10023,2003,1,3289.142668
2750,10034,2003,1,3289.142668
1888,10023,2003,1,3289.142668
2550,10024,2003,1,3289.142668
1866,10023,2003,1,3289.142668
2753,10034,2003,1,3289.142668
2755,10034,2003,1,3289.142668
2707,10023,2003,1,3289.142668
2748,10034,2003,1,3289.142668
2260,10024,2003,1,3289.142668
1919,10023,2003,1,3289.142668
2756,10034,2003,1,3289.142668
2011,10023,2003,1,3289.142668
1922,10023,2003,1,3289.142668
2746,10023,2003,1,3289.142668
1827,10023,2003,1,3289.142668
1968,10024,2003,1,3289.142668
2606,10024,2003,1,3289.142668
2715,10023,2003,1,3289.142668
2661,10023,2003,1,3289.142668
2436,10023,2003,1,3289.142668
2691,10024,2003,1,3289.142668
2460,10023,2003,1,3289.142668
2346,10024,2003,1,3289.142668
2057,10023,2003,1,3289.142668
2452,10024,2003,1,3289.142668
1969,10032,2003,1,3289.142668
3279,10023,2003,1,3289.142668
3814,10026,2003,1,3289.142668
2922,10024,2003,1,3289.142668
2923,10024,2003,1,3289.142668
2961,10024,2003,1,3289.142668
3030,10024,2003,1,3289.142668
3117,10030,2003,1,3289.142668
3107,10030,2003,1,3289.142668
3114,10030,2003,1,3289.142668
2859,10024,2003,1,3289.142668
3074,10023,2003,1,3289.142668
2973,10024,2003,1,3289.142668
2818,10024,2003,1,3289.142668
2828,10023,2003,1,3289.142668
3032,10023,2003,1,3289.142668
3029,10023,2003,1,3289.142668
3015,10023,2003,1,3289.142668
3575,10023,2003,1,3289.142668
3492,10024,2003,1,3289.142668
3113,10033,2003,1,3289.142668
2903,10024,2003,1,3289.142668
2814,10025,2003,1,3289.142668
2938,10026,2003,1,3289.142668
2983,10024,2003,1,3289.142668
3523,10024,2003,1,3289.142668
2847,10024,2003,1,3289.142668
2989,10023,2003,1,3289.142668
3349,10026,2003,1,3289.142668
4205,10023,2003,1,3289.142668
4228,10030,2003,1,3289.142668
3939,10023,2003,1,3289.142668
3974,10023,2003,1,3289.142668
4226,10030,2003,1,3289.142668
4229,10023,2003,1,3289.142668
4227,10030,2003,1,3289.142668
3968,10024,2003,1,3289.142668
214,10029,2003,1,3289.142668
97,10033,2003,1,3289.142668
1028,10024,2003,1,3289.142668
161,10023,2003,1,3289.142668
1033,10023,2003,1,3289.142668
1021,10024,2003,1,3289.142668
1023,10024,2003,1,3289.142668
1022,10025,2003,1,3289.142668
255,10033,2003,1,3289.142668
1046,10023,2003,1,3289.142668
221,10030,2003,1,3289.142668
518,10026,2003,1,3289.142668
435,10033,2003,1,3289.142668
9,10033,2003,1,3289.142668
1026,10024,2003,1,3289.142668
1060,10023,2003,1,3289.142668
127,10033,2003,1,3289.142668
452,10030,2003,1,3289.142668
1037,10024,2003,1,3289.142668
1051,10023,2003,1,3289.142668
213,10030,2003,1,3289.142668
207,10029,2003,1,3289.142668
165,10029,2003,1,3289.142668
1053,10023,2003,1,3289.142668
1054,10023,2003,1,3289.142668
90,10033,2003,1,3289.142668
94,10029,2003,1,3289.142668
91,10033,2003,1,3289.142668
1044,10024,2003,1,3289.142668
1045,10023,2003,1,3289.142668
329,10030,2003,1,3289.142668
1084,10024,2003,1,3289.142668
119,10033,2003,1,3289.142668
57,10033,2003,1,3289.142668
1064,10023,2003,1,3289.142668
147,10030,2003,1,3289.142668
14,10029,2003,1,3289.142668
10,10030,2003,1,3289.142668
1073,10023,2003,1,3289.142668
58,10033,2003,1,3289.142668
134,10029,2003,1,3289.142668
206,10030,2003,1,3289.142668
1075,10023,2003,1,3289.142668
1057,10026,2003,1,3289.142668
88,10033,2003,1,3289.142668
1005,10024,2003,1,3289.142668
185,10030,2003,1,3289.142668
149,10033,2003,1,3289.142668
1069,10023,2003,1,3289.142668
463,10030,2003,1,3289.142668
1070,10023,2003,1,3289.142668
1418,10024,2003,1,3289.142668
1274,10025,2003,1,3289.142668
1534,10024,2003,1,3289.142668
1373,10024,2003,1,3289.142668
1291,10023,2003,1,3289.142668
1409,10024,2003,1,3289.142668
1259,10024,2003,1,3289.142668
1267,10023,2003,1,3289.142668
1217,10025,2003,1,3289.142668
1508,10023,2003,1,3289.142668
1520,10023,2003,1,3289.142668
1685,10024,2003,1,3289.142668
1332,10024,2003,1,3289.142668
1467,10023,2003,1,3289.142668
1310,10024,2003,1,3289.142668
1527,10025,2003,1,3289.142668
1579,10024,2003,1,3289.142668
1271,10024,2003,1,3289.142668
1380,10024,2003,1,3289.142668
1110,10023,2003,1,3289.142668
1336,10023,2003,1,3289.142668
1477,10023,2003,1,3289.142668
1408,10025,2003,1,3289.142668
1769,10024,2003,1,3289.142668
1815,10024,2003,1,3289.142668
1768,10025,2003,1,3289.142668
1251,10024,2003,1,3289.142668
1154,10030,2003,1,3289.142668
1348,10024,2003,1,3289.142668
1142,10023,2003,1,3289.142668
1576,10023,2003,1,3289.142668
1264,10024,2003,1,3289.142668
1619,10023,2003,1,3289.142668
1289,10023,2003,1,3289.142668
1483,10026,2003,1,3289.142668
1415,10026,2003,1,3289.142668
1215,10025,2003,1,3289.142668
1369,10024,2003,1,3289.142668
1474,10024,2003,1,3289.142668
1322,10024,2003,1,3289.142668
1825,10024,2003,1,3289.142668
1147,10030,2003,1,3289.142668
1100,10023,2003,1,3289.142668
1609,10023,2003,1,3289.142668
1759,10023,2003,1,3289.142668
1751,10023,2003,1,3289.142668
1633,10023,2003,1,3289.142668
1767,10024,2003,1,3289.142668
1689,10023,2003,1,3289.142668
1470,10024,2003,1,3289.142668
1716,10024,2003,1,3289.142668
1563,10024,2003,1,3289.142668
1794,10024,2003,1,3289.142668
1798,10030,2003,1,3289.142668
1248,10024,2003,1,3289.142668
1748,10030,2003,1,3289.142668
1630,10026,2003,1,3289.142668
1287,10023,2003,1,3289.142668
1753,10024,2003,1,3289.142668
1770,10024,2003,1,3289.142668
1393,10024,2003,1,3289.142668
1564,10025,2003,1,3289.142668
1121,10023,2003,1,3289.142668
1422,10025,2003,1,3289.142668
1569,10025,2003,1,3289.142668
1507,10023,2003,1,3289.142668
1333,10024,2003,1,3289.142668
1632,10026,2003,1,3289.142668
1771,10023,2003,1,3289.142668
1696,10023,2003,1,3289.142668
1496,10023,2003,1,3289.142668
1400,10024,2003,1,3289.142668
1453,10023,2003,1,3289.142668
1218,10024,2003,1,3289.142668
1565,10024,2003,1,3289.142668
1648,10023,2003,1,3289.142668
1651,10030,2003,1,3289.142668
1468,10024,2003,1,3289.142668
1441,10023,2003,1,3289.142668
1705,10023,2003,1,3289.142668
1616,10030,2003,1,3289.142668
1210,10026,2003,1,3289.142668
1775,10023,2003,1,3289.142668
1491,10023,2003,1,3289.142668
1277,10024,2003,1,3289.142668
1424,10023,2003,1,3289.142668
1102,10023,2003,1,3289.142668
1092,10023,2003,1,3289.142668
1526,10023,2003,1,3289.142668
1546,10023,2003,1,3289.142668
1631,10026,2003,1,3289.142668
1580,10024,2003,1,3289.142668
1113,10024,2003,1,3289.142668
1227,10023,2003,1,3289.142668
1305,10024,2003,1,3289.142668
1718,10023,2003,1,3289.142668
1122,10023,2003,1,3289.142668
1275,10024,2003,1,3289.142668
1419,10023,2003,1,3289.142668
1250,10032,2003,1,3289.142668
1752,10023,2003,1,3289.142668
1273,10024,2003,1,3289.142668
1459,10023,2003,1,3289.142668
1347,10023,2003,1,3289.142668
1434,10024,2003,1,3289.142668
1508,10023,2004,1,3595.021407
1291,10023,2004,1,3595.021407
1467,10023,2004,1,3595.021407
1441,10023,2004,1,3595.021407
1753,10024,2004,1,3595.021407
1250,10032,2004,1,3595.021407
1217,10025,2004,1,3595.021407
1483,10026,2004,1,3595.021407
1453,10023,2004,1,3595.021407
1775,10023,2004,1,3595.021407
1310,10024,2004,1,3595.021407
1496,10023,2004,1,3595.021407
1409,10024,2004,1,3595.021407
1648,10023,2004,1,3595.021407
1507,10023,2004,1,3595.021407
1470,10024,2004,1,3595.021407
1380,10024,2004,1,3595.021407
1619,10023,2004,1,3595.021407
1768,10025,2004,1,3595.021407
1210,10026,2004,1,3595.021407
1121,10023,2004,1,3595.021407
1348,10024,2004,1,3595.021407
1092,10023,2004,1,3595.021407
1689,10023,2004,1,3595.021407
1110,10023,2004,1,3595.021407
1632,10026,2004,1,3595.021407
1122,10023,2004,1,3595.021407
1563,10024,2004,1,3595.021407
1218,10024,2004,1,3595.021407
1696,10023,2004,1,3595.021407
1576,10023,2004,1,3595.021407
1705,10023,2004,1,3595.021407
1546,10023,2004,1,3595.021407
1685,10024,2004,1,3595.021407
1248,10024,2004,1,3595.021407
1565,10024,2004,1,3595.021407
1748,10030,2004,1,3595.021407
1569,10025,2004,1,3595.021407
1259,10024,2004,1,3595.021407
1771,10023,2004,1,3595.021407
1718,10023,2004,1,3595.021407
1154,10030,2004,1,3595.021407
1322,10024,2004,1,3595.021407
1113,10024,2004,1,3595.021407
1534,10024,2004,1,3595.021407
1769,10024,2004,1,3595.021407
1468,10024,2004,1,3595.021407
1520,10023,2004,1,3595.021407
1332,10024,2004,1,3595.021407
1424,10023,2004,1,3595.021407
1579,10024,2004,1,3595.021407
1752,10023,2004,1,3595.021407
1142,10023,2004,1,3595.021407
1580,10024,2004,1,3595.021407
1759,10023,2004,1,3595.021407
1277,10024,2004,1,3595.021407
1264,10024,2004,1,3595.021407
1393,10024,2004,1,3595.021407
1215,10025,2004,1,3595.021407
1631,10026,2004,1,3595.021407
1815,10024,2004,1,3595.021407
1333,10024,2004,1,3595.021407
1100,10023,2004,1,3595.021407
1633,10023,2004,1,3595.021407
1526,10023,2004,1,3595.021407
1564,10025,2004,1,3595.021407
1251,10024,2004,1,3595.021407
1422,10025,2004,1,3595.021407
1415,10026,2004,1,3595.021407
1474,10024,2004,1,3595.021407
1825,10024,2004,1,3595.021407
1616,10030,2004,1,3595.021407
1289,10023,2004,1,3595.021407
1418,10024,2004,1,3595.021407
1767,10024,2004,1,3595.021407
1491,10023,2004,1,3595.021407
1273,10024,2004,1,3595.021407
1716,10024,2004,1,3595.021407
1770,10024,2004,1,3595.021407
1287,10023,2004,1,3595.021407
1102,10023,2004,1,3595.021407
1369,10024,2004,1,3595.021407
1434,10024,2004,1,3595.021407
1751,10023,2004,1,3595.021407
1609,10023,2004,1,3595.021407
1373,10024,2004,1,3595.021407
1400,10024,2004,1,3595.021407
1527,10025,2004,1,3595.021407
1651,10030,2004,1,3595.021407
1271,10024,2004,1,3595.021407
1794,10024,2004,1,3595.021407
1347,10023,2004,1,3595.021407
1227,10023,2004,1,3595.021407
1267,10023,2004,1,3595.021407
1275,10024,2004,1,3595.021407
1419,10023,2004,1,3595.021407
1477,10023,2004,1,3595.021407
1305,10024,2004,1,3595.021407
1408,10025,2004,1,3595.021407
1274,10025,2004,1,3595.021407
1147,10030,2004,1,3595.021407
1459,10023,2004,1,3595.021407
1630,10026,2004,1,3595.021407
1336,10023,2004,1,3595.021407
1798,10030,2004,1,3595.021407
452,10030,2004,1,3595.021407
14,10029,2004,1,3595.021407
1045,10023,2004,1,3595.021407
1023,10024,2004,1,3595.021407
88,10033,2004,1,3595.021407
206,10030,2004,1,3595.021407
58,10033,2004,1,3595.021407
1044,10024,2004,1,3595.021407
10,10030,2004,1,3595.021407
119,10033,2004,1,3595.021407
435,10033,2004,1,3595.021407
161,10023,2004,1,3595.021407
57,10033,2004,1,3595.021407
1060,10023,2004,1,3595.021407
185,10030,2004,1,3595.021407
1057,10026,2004,1,3595.021407
518,10026,2004,1,3595.021407
1051,10023,2004,1,3595.021407
488,10033,2004,1,3595.021407
94,10029,2004,1,3595.021407
91,10033,2004,1,3595.021407
1053,10023,2004,1,3595.021407
1070,10023,2004,1,3595.021407
127,10033,2004,1,3595.021407
1064,10023,2004,1,3595.021407
213,10030,2004,1,3595.021407
1073,10023,2004,1,3595.021407
1046,10023,2004,1,3595.021407
147,10030,2004,1,3595.021407
134,10029,2004,1,3595.021407
1069,10023,2004,1,3595.021407
1054,10023,2004,1,3595.021407
1026,10024,2004,1,3595.021407
463,10030,2004,1,3595.021407
1075,10023,2004,1,3595.021407
221,10030,2004,1,3595.021407
1037,10024,2004,1,3595.021407
1005,10024,2004,1,3595.021407
149,10033,2004,1,3595.021407
255,10033,2004,1,3595.021407
9,10033,2004,1,3595.021407
329,10030,2004,1,3595.021407
1033,10023,2004,1,3595.021407
97,10033,2004,1,3595.021407
214,10029,2004,1,3595.021407
1021,10024,2004,1,3595.021407
1084,10024,2004,1,3595.021407
207,10029,2004,1,3595.021407
1028,10024,2004,1,3595.021407
165,10029,2004,1,3595.021407
1022,10025,2004,1,3595.021407
90,10033,2004,1,3595.021407
545,10030,2004,1,3595.021407
3968,10024,2004,1,3595.021407
4226,10030,2004,1,3595.021407
4227,10030,2004,1,3595.021407
4205,10023,2004,1,3595.021407
3974,10023,2004,1,3595.021407
4229,10023,2004,1,3595.021407
3939,10023,2004,1,3595.021407
4228,10030,2004,1,3595.021407
6741,10024,2004,1,3595.021407
3107,10030,2004,1,3595.021407
3015,10023,2004,1,3595.021407
3349,10026,2004,1,3595.021407
3492,10024,2004,1,3595.021407
2973,10024,2004,1,3595.021407
2938,10026,2004,1,3595.021407
3032,10023,2004,1,3595.021407
2923,10024,2004,1,3595.021407
2961,10024,2004,1,3595.021407
3523,10024,2004,1,3595.021407
2847,10024,2004,1,3595.021407
2859,10024,2004,1,3595.021407
3114,10030,2004,1,3595.021407
2828,10023,2004,1,3595.021407
3814,10026,2004,1,3595.021407
2818,10024,2004,1,3595.021407
3074,10023,2004,1,3595.021407
3575,10023,2004,1,3595.021407
3029,10023,2004,1,3595.021407
2983,10024,2004,1,3595.021407
3279,10023,2004,1,3595.021407
2903,10024,2004,1,3595.021407
2989,10023,2004,1,3595.021407
3117,10030,2004,1,3595.021407
2922,10024,2004,1,3595.021407
2814,10025,2004,1,3595.021407
3113,10033,2004,1,3595.021407
3030,10024,2004,1,3595.021407
1948,10023,2004,1,3595.021407
2623,10023,2004,1,3595.021407
2746,10023,2004,1,3595.021407
2755,10034,2004,1,3595.021407
2023,10023,2004,1,3595.021407
2604,10023,2004,1,3595.021407
2260,10024,2004,1,3595.021407
2035,10024,2004,1,3595.021407
2728,10023,2004,1,3595.021407
1917,10030,2004,1,3595.021407
2637,10023,2004,1,3595.021407
2436,10023,2004,1,3595.021407
1974,10023,2004,1,3595.021407
2614,10023,2004,1,3595.021407
1997,10023,2004,1,3595.021407
1849,10023,2004,1,3595.021407
1968,10024,2004,1,3595.021407
1996,10023,2004,1,3595.021407
2751,10034,2004,1,3595.021407
1866,10023,2004,1,3595.021407
2693,10023,2004,1,3595.021407
2761,10034,2004,1,3595.021407
2465,10024,2004,1,3595.021407
2061,10023,2004,1,3595.021407
2759,10034,2004,1,3595.021407
1888,10023,2004,1,3595.021407
2377,10030,2004,1,3595.021407
2068,10024,2004,1,3595.021407
1883,10023,2004,1,3595.021407
2550,10024,2004,1,3595.021407
1969,10032,2004,1,3595.021407
1926,10024,2004,1,3595.021407
2047,10024,2004,1,3595.021407
2425,10024,2004,1,3595.021407
2577,10023,2004,1,3595.021407
2644,10023,2004,1,3595.021407
2758,10034,2004,1,3595.021407
2064,10023,2004,1,3595.021407
2754,10034,2004,1,3595.021407
1827,10023,2004,1,3595.021407
2036,10024,2004,1,3595.021407
2096,10023,2004,1,3595.021407
2757,10034,2004,1,3595.021407
2560,10023,2004,1,3595.021407
1919,10023,2004,1,3595.021407
2707,10023,2004,1,3595.021407
2460,10023,2004,1,3595.021407
2057,10023,2004,1,3595.021407
2739,10023,2004,1,3595.021407
2756,10034,2004,1,3595.021407
2548,10024,2004,1,3595.021407
2760,10034,2004,1,3595.021407
2668,10024,2004,1,3595.021407
2239,10023,2004,1,3595.021407
1986,10023,2004,1,3595.021407
2445,10030,2004,1,3595.021407
2584,10024,2004,1,3595.021407
2578,10023,2004,1,3595.021407
2626,10023,2004,1,3595.021407
1970,10024,2004,1,3595.021407
2748,10034,2004,1,3595.021407
2554,10024,2004,1,3595.021407
2703,10023,2004,1,3595.021407
2582,10023,2004,1,3595.021407
2346,10024,2004,1,3595.021407
2586,10023,2004,1,3595.021407
2452,10024,2004,1,3595.021407
2749,10034,2004,1,3595.021407
1978,10023,2004,1,3595.021407
2009,10023,2004,1,3595.021407
2753,10034,2004,1,3595.021407
2699,10023,2004,1,3595.021407
2599,10023,2004,1,3595.021407
2359,10023,2004,1,3595.021407
2011,10023,2004,1,3595.021407
2691,10024,2004,1,3595.021407
2665,10024,2004,1,3595.021407
2715,10023,2004,1,3595.021407
2752,10034,2004,1,3595.021407
2565,10026,2004,1,3595.021407
1922,10023,2004,1,3595.021407
2661,10023,2004,1,3595.021407
1839,10023,2004,1,3595.021407
2747,10034,2004,1,3595.021407
2393,10023,2004,1,3595.021407
2750,10034,2004,1,3595.021407
2384,10030,2004,1,3595.021407
2062,10030,2004,1,3595.021407
