pu_code,fin_year,pu_price,start_date,end_date
S70005,2003/04,712.07,1/07/2003,30/06/2004
S70006,2003/04,5322.82,1/07/2003,30/06/2004
S70007,2003/04,141.94,1/07/2003,30/06/2004
S75001,2003/04,2728.55,1/07/2003,30/06/2004
S75002,2003/04,164.42,1/07/2003,30/06/2004
S75003,2003/04,88.72,1/07/2003,30/06/2004
SH01001,2003/04,177.78,1/07/2003,30/06/2004
SH01002,2003/04,93.69,1/07/2003,30/06/2004
SH01003,2003/04,56.85,1/07/2003,30/06/2004
W01002,2003/04,1347.39,1/07/2003,30/06/2004
W01007,2003/04,0,1/07/2003,30/06/2004
W01008,2003/04,0,1/07/2003,30/06/2004
W02001,2003/04,1427.73,1/07/2003,30/06/2004
W02002,2003/04,933.72,1/07/2003,30/06/2004
W02003,2003/04,694.92,1/07/2003,30/06/2004
W02004,2003/04,2141.65,1/07/2003,30/06/2004
W02005,2003/04,1409.41,1/07/2003,30/06/2004
W02006,2003/04,1042.38,1/07/2003,30/06/2004
W02007,2003/04,0,1/07/2003,30/06/2004
W02008,2003/04,0,1/07/2003,30/06/2004
W02009,2003/04,0,1/07/2003,30/06/2004
W02010,2003/04,0,1/07/2003,30/06/2004
W02011,2003/04,0,1/07/2003,30/06/2004
W02020,2003/04,0,1/07/2003,30/06/2004
W03001,2003/04,984.42,1/07/2003,30/06/2004
W03002,2003/04,0,1/07/2003,30/06/2004
W03003,2003/04,0,1/07/2003,30/06/2004
W03005,2003/04,0,1/07/2003,30/06/2004
W03006,2003/04,0,1/07/2003,30/06/2004
W03007,2003/04,0,1/07/2003,30/06/2004
W03008,2003/04,0,1/07/2003,30/06/2004
W03009,2003/04,0,1/07/2003,30/06/2004
W03010,2003/04,0,1/07/2003,30/06/2004
W03011,2003/04,0,1/07/2003,30/06/2004
W04001,2003/04,178.49,1/07/2003,30/06/2004
W06003,2003/04,3004,1/07/2003,30/06/2004
W10001,2003/04,0,1/07/2003,30/06/2004
W10001H,2003/04,0,1/07/2003,30/06/2004
WM1000,2003/04,0,1/07/2003,30/06/2004
WM1005,2003/04,0,1/07/2003,30/06/2004
WM1007,2003/04,0,1/07/2003,30/06/2004
AH01001,2004/05,28.55,1/07/2004,30/06/2005
AH01003,2004/05,28.55,1/07/2004,30/06/2005
AH01004,2004/05,29.18,1/07/2004,30/06/2005
AH01005,2004/05,24.14,1/07/2004,30/06/2005
AH01006,2004/05,28.55,1/07/2004,30/06/2005
AH01007,2004/05,28.55,1/07/2004,30/06/2005
AH01008,2004/05,28.55,1/07/2004,30/06/2005
AH01009,2004/05,0,1/07/2004,30/06/2005
AH01010,2004/05,0,1/07/2004,30/06/2005
BSA-70,2004/05,0,1/07/2004,30/06/2005
CS01001,2004/05,0,1/07/2004,30/06/2005
CS03001,2004/05,7.49,1/07/2004,30/06/2005
CS04001,2004/05,112.25,1/07/2004,30/06/2005
CS04002,2004/05,322.24,1/07/2004,30/06/2005
CS04003,2004/05,35.59,1/07/2004,30/06/2005
CS04004,2004/05,32.9,1/07/2004,30/06/2005
CS04005,2004/05,44.7,1/07/2004,30/06/2005
CS04006,2004/05,54.4,1/07/2004,30/06/2005
CS04007,2004/05,150.72,1/07/2004,30/06/2005
CS04008,2004/05,100.69,1/07/2004,30/06/2005
CS04009,2004/05,0,1/07/2004,30/06/2005
D01001,2004/05,2854.88,1/07/2004,30/06/2005
D01002,2004/05,148.04,1/07/2004,30/06/2005
D01002S1,2004/05,0,1/07/2004,30/06/2005
D01002S2,2004/05,0,1/07/2004,30/06/2005
D01003,2004/05,0,1/07/2004,30/06/2005
D01004,2004/05,58.45,1/07/2004,30/06/2005
D01005,2004/05,142.18,1/07/2004,30/06/2005
D01022,2004/05,0,1/07/2004,30/06/2005
DOM101,2004/05,39.74,1/07/2004,30/06/2005
DOM102,2004/05,39.74,1/07/2004,30/06/2005
DOM103,2004/05,39.74,1/07/2004,30/06/2005
DOM104,2004/05,39.74,1/07/2004,30/06/2005
DOM105,2004/05,14.15,1/07/2004,30/06/2005
DOM106,2004/05,3.84,1/07/2004,30/06/2005
DOM107,2004/05,11.74,1/07/2004,30/06/2005
DSS214,2004/05,382.35,1/07/2004,30/06/2005
DSS215,2004/05,142.65,1/07/2004,30/06/2005
DSS216,2004/05,159.37,1/07/2004,30/06/2005
DSS217,2004/05,142.43,1/07/2004,30/06/2005
DSS235,2004/05,0,1/07/2004,30/06/2005
DSSR262,2004/05,0,1/07/2004,30/06/2005
ED00002,2004/05,0,1/07/2004,30/06/2005
ED02001,2004/05,107.8,1/07/2004,30/06/2005
ED03001,2004/05,119.45,1/07/2004,30/06/2005
ED04001,2004/05,144.71,1/07/2004,30/06/2005
ED05001,2004/05,158.51,1/07/2004,30/06/2005
ED06001,2004/05,197.15,1/07/2004,30/06/2005
FS01001,2004/05,197.69,1/07/2004,30/06/2005
FS01002,2004/05,5196.45,1/07/2004,30/06/2005
FS01003,2004/05,1077.7,1/07/2004,30/06/2005
FS01004,2004/05,764.78,1/07/2004,30/06/2005
FS01005,2004/05,434.92,1/07/2004,30/06/2005
FS01006,2004/05,880.01,1/07/2004,30/06/2005
FS01007,2004/05,1364.63,1/07/2004,30/06/2005
FS01008,2004/05,677.8,1/07/2004,30/06/2005
FS01009,2004/05,1641.4,1/07/2004,30/06/2005
FS01010,2004/05,564.83,1/07/2004,30/06/2005
FS01011,2004/05,0,1/07/2004,30/06/2005
FS01013,2004/05,1769.05,1/07/2004,30/06/2005
FS01014,2004/05,4857.55,1/07/2004,30/06/2005
HOP1002,2004/05,0,1/07/2004,30/06/2005
HOP1006,2004/05,0,1/07/2004,30/06/2005
HOP2004,2004/05,0,1/07/2004,30/06/2005
HOP2005,2004/05,0,1/07/2004,30/06/2005
HOP214,2004/05,0,1/07/2004,30/06/2005
HOP215,2004/05,0,1/07/2004,30/06/2005
HOP216,2004/05,0,1/07/2004,30/06/2005
HOP217,2004/05,0,1/07/2004,30/06/2005
HOP235,2004/05,0,1/07/2004,30/06/2005
HOPR262,2004/05,0,1/07/2004,30/06/2005
HS0030,2004/05,580.16,1/07/2004,30/06/2005
HS0031,2004/05,140.39,1/07/2004,30/06/2005
HS0041,2004/05,574.43,1/07/2004,30/06/2005
HS0043,2004/05,577.32,1/07/2004,30/06/2005
HS0047,2004/05,675.48,1/07/2004,30/06/2005
HS0048,2004/05,346.4,1/07/2004,30/06/2005
HS0068,2004/05,577.33,1/07/2004,30/06/2005
M00001,2004/05,2854.88,1/07/2004,30/06/2005
M00002,2004/05,196.92,1/07/2004,30/06/2005
M00003,2004/05,124.82,1/07/2004,30/06/2005
M00004,2004/05,580.1,1/07/2004,30/06/2005
M00006,2004/05,328.64,1/07/2004,30/06/2005
M00010,2004/05,0,1/07/2004,30/06/2005
M00011,2004/05,0,1/07/2004,30/06/2005
M05001,2004/05,0,1/07/2004,30/06/2005
M10001,2004/05,2854.88,1/07/2004,30/06/2005
M10002,2004/05,194.24,1/07/2004,30/06/2005
M10003,2004/05,128.68,1/07/2004,30/06/2005
M10004,2004/05,94.7,1/07/2004,30/06/2005
M10005,2004/05,2854.88,1/07/2004,30/06/2005
M10006,2004/05,194.25,1/07/2004,30/06/2005
M10007,2004/05,128.68,1/07/2004,30/06/2005
M10012,2004/05,0,1/07/2004,30/06/2005
M15001,2004/05,2854.88,1/07/2004,30/06/2005
M15002,2004/05,155.4,1/07/2004,30/06/2005
M15003,2004/05,105.62,1/07/2004,30/06/2005
M15004,2004/05,30.36,1/07/2004,30/06/2005
M20001,2004/05,2854.88,1/07/2004,30/06/2005
M20002,2004/05,225.81,1/07/2004,30/06/2005
M20003,2004/05,133.54,1/07/2004,30/06/2005
M20004,2004/05,177.25,1/07/2004,30/06/2005
M20005,2004/05,133.54,1/07/2004,30/06/2005
M20006,2004/05,167.54,1/07/2004,30/06/2005
M20007,2004/05,93.46,1/07/2004,30/06/2005
M20008,2004/05,230.67,1/07/2004,30/06/2005
M20009,2004/05,180.98,1/07/2004,30/06/2005
M20010,2004/05,0,1/07/2004,30/06/2005
M20015,2004/05,0,1/07/2004,30/06/2005
M25001,2004/05,2854.88,1/07/2004,30/06/2005
M25002,2004/05,261.02,1/07/2004,30/06/2005
M25003,2004/05,109.26,1/07/2004,30/06/2005
M25004,2004/05,864.37,1/07/2004,30/06/2005
M25005,2004/05,657.05,1/07/2004,30/06/2005
M25006,2004/05,432.98,1/07/2004,30/06/2005
M25007,2004/05,580.17,1/07/2004,30/06/2005
M25008,2004/05,0,1/07/2004,30/06/2005
M30001,2004/05,2854.88,1/07/2004,30/06/2005
M30002,2004/05,244.49,1/07/2004,30/06/2005
M30003,2004/05,187.61,1/07/2004,30/06/2005
M30004,2004/05,911.8,1/07/2004,30/06/2005
M30005,2004/05,724.76,1/07/2004,30/06/2005
M30006,2004/05,609.45,1/07/2004,30/06/2005
M30007,2004/05,244.02,1/07/2004,30/06/2005
M30008,2004/05,0.85,1/07/2004,30/06/2005
M30010,2004/05,1693.56,1/07/2004,30/06/2005
M30011,2004/05,0,1/07/2004,30/06/2005
M30012,2004/05,1.16,1/07/2004,30/06/2005
M30013,2004/05,1.16,1/07/2004,30/06/2005
M30014,2004/05,824.04,1/07/2004,30/06/2005
M30015,2004/05,0,1/07/2004,30/06/2005
M30020,2004/05,0,1/07/2004,30/06/2005
M30021,2004/05,0,1/07/2004,30/06/2005
M34001,2004/05,2854.88,1/07/2004,30/06/2005
M40001,2004/05,2854.88,1/07/2004,30/06/2005
M40002,2004/05,270.72,1/07/2004,30/06/2005
M40003,2004/05,205.17,1/07/2004,30/06/2005
M40005,2004/05,553.41,1/07/2004,30/06/2005
M45001,2004/05,2854.88,1/07/2004,30/06/2005
M45002,2004/05,543.88,1/07/2004,30/06/2005
M45003,2004/05,246.44,1/07/2004,30/06/2005
M45004,2004/05,894.23,1/07/2004,30/06/2005
M45006,2004/05,219.63,1/07/2004,30/06/2005
M45007,2004/05,172.23,1/07/2004,30/06/2005
M49001,2004/05,2854.88,1/07/2004,30/06/2005
M49002,2004/05,750.98,1/07/2004,30/06/2005
M49003,2004/05,237.8,1/07/2004,30/06/2005
M50001,2004/05,2854.88,1/07/2004,30/06/2005
M50002,2004/05,215.17,1/07/2004,30/06/2005
M50003,2004/05,161.95,1/07/2004,30/06/2005
M50004,2004/05,788.71,1/07/2004,30/06/2005
M50005,2004/05,298.16,1/07/2004,30/06/2005
M50007,2004/05,11176.82,1/07/2004,30/06/2005
M50008,2004/05,11176.3,1/07/2004,30/06/2005
M50009,2004/05,165.73,1/07/2004,30/06/2005
M50016,2004/05,0,1/07/2004,30/06/2005
M50017,2004/05,0,1/07/2004,30/06/2005
M50020,2004/05,0,1/07/2004,30/06/2005
M50021,2004/05,0,1/07/2004,30/06/2005
M50022,2004/05,0,1/07/2004,30/06/2005
M50023,2004/05,0,1/07/2004,30/06/2005
M50024,2004/05,0,1/07/2004,30/06/2005
M50025,2004/05,0,1/07/2004,30/06/2005
M54001,2004/05,2854.88,1/07/2004,30/06/2005
M54002,2004/05,344.58,1/07/2004,30/06/2005
M54003,2004/05,320.4,1/07/2004,30/06/2005
M54004,2004/05,0,1/07/2004,30/06/2005
M54005,2004/05,0,1/07/2004,30/06/2005
M55001,2004/05,2854.88,1/07/2004,30/06/2005
M55002,2004/05,182.33,1/07/2004,30/06/2005
M55003,2004/05,123.29,1/07/2004,30/06/2005
M55004,2004/05,117.36,1/07/2004,30/06/2005
M60001,2004/05,2854.88,1/07/2004,30/06/2005
M60002,2004/05,258.59,1/07/2004,30/06/2005
M60003,2004/05,145.68,1/07/2004,30/06/2005
M60004,2004/05,2081.48,1/07/2004,30/06/2005
M60005,2004/05,2918.5,1/07/2004,30/06/2005
M60006,2004/05,2369.77,1/07/2004,30/06/2005
M60007,2004/05,13627.36,1/07/2004,30/06/2005
M60008,2004/05,0,1/07/2004,30/06/2005
M60009,2004/05,3103.03,1/07/2004,30/06/2005
M60010,2004/05,3103.04,1/07/2004,30/06/2005
M60015,2004/05,0,1/07/2004,30/06/2005
M65001,2004/05,2854.88,1/07/2004,30/06/2005
M65002,2004/05,252.51,1/07/2004,30/06/2005
M65003,2004/05,162.67,1/07/2004,30/06/2005
M65004,2004/05,98.33,1/07/2004,30/06/2005
M65005,2004/05,430.98,1/07/2004,30/06/2005
M65006,2004/05,1229.28,1/07/2004,30/06/2005
M65007,2004/05,963.43,1/07/2004,30/06/2005
M65008,2004/05,0,1/07/2004,30/06/2005
M65009,2004/05,0,1/07/2004,30/06/2005
M70001,2004/05,2854.88,1/07/2004,30/06/2005
M70002,2004/05,287.73,1/07/2004,30/06/2005
M70003,2004/05,168.75,1/07/2004,30/06/2005
M70005,2004/05,0,1/07/2004,30/06/2005
M70006,2004/05,0,1/07/2004,30/06/2005
M70010,2004/05,0,1/07/2004,30/06/2005
M80001,2004/05,2854.88,1/07/2004,30/06/2005
M80004,2004/05,167.54,1/07/2004,30/06/2005
M80005,2004/05,1166.58,1/07/2004,30/06/2005
M80010,2004/05,0,1/07/2004,30/06/2005
M80011,2004/05,0,1/07/2004,30/06/2005
M87001,2004/05,851.03,1/07/2004,30/06/2005
M87002,2004/05,801.25,1/07/2004,30/06/2005
M87003,2004/05,254.94,1/07/2004,30/06/2005
MHCR03,2004/05,0,1/07/2004,30/06/2005
MHCR08,2004/05,0,1/07/2004,30/06/2005
MHCR09,2004/05,0,1/07/2004,30/06/2005
MHCR09.1,2004/05,0,1/07/2004,30/06/2005
MHCR09.2,2004/05,0,1/07/2004,30/06/2005
MHCR11,2004/05,0,1/07/2004,30/06/2005
MHCS01A,2004/05,0,1/07/2004,30/06/2005
MHCS01B,2004/05,0,1/07/2004,30/06/2005
MHCS02A,2004/05,0,1/07/2004,30/06/2005
MHCS02C,2004/05,0,1/07/2004,30/06/2005
MHCS03,2004/05,0,1/07/2004,30/06/2005
MHCS04,2004/05,0,1/07/2004,30/06/2005
MHCS06A,2004/05,0,1/07/2004,30/06/2005
MHCS06B,2004/05,0,1/07/2004,30/06/2005
MHCS07,2004/05,0,1/07/2004,30/06/2005
MHCS08A,2004/05,0,1/07/2004,30/06/2005
MHCS08B,2004/05,0,1/07/2004,30/06/2005
MHCS09,2004/05,0,1/07/2004,30/06/2005
MHCS10,2004/05,0,1/07/2004,30/06/2005
MHCS11,2004/05,0,1/07/2004,30/06/2005
MHCS12,2004/05,0,1/07/2004,30/06/2005
MHCS14C,2004/05,0,1/07/2004,30/06/2005
MHCS16,2004/05,0,1/07/2004,30/06/2005
MHCS16C,2004/05,0,1/07/2004,30/06/2005
MHCS18,2004/05,0,1/07/2004,30/06/2005
MHCS19,2004/05,0,1/07/2004,30/06/2005
MHCS19C,2004/05,0,1/07/2004,30/06/2005
MHCS21,2004/05,0,1/07/2004,30/06/2005
MHCS22,2004/05,0,1/07/2004,30/06/2005
MHCS25,2004/05,0,1/07/2004,30/06/2005
MHCS26,2004/05,0,1/07/2004,30/06/2005
MHCS27,2004/05,0,1/07/2004,30/06/2005
MHCS28,2004/05,0,1/07/2004,30/06/2005
MHCS31,2004/05,0,1/07/2004,30/06/2005
MHCS33,2004/05,0,1/07/2004,30/06/2005
MHCS34,2004/05,0,1/07/2004,30/06/2005
MHCS35A,2004/05,0,1/07/2004,30/06/2005
MHCS36A,2004/05,0,1/07/2004,30/06/2005
MHCS36B,2004/05,0,1/07/2004,30/06/2005
MHCS38,2004/05,0,1/07/2004,30/06/2005
MHCS39,2004/05,0,1/07/2004,30/06/2005
MHCS43,2004/05,0,1/07/2004,30/06/2005
MHCS44,2004/05,0,1/07/2004,30/06/2005
MHCS45,2004/05,0,1/07/2004,30/06/2005
MHCS46,2004/05,0,1/07/2004,30/06/2005
MHCS47A,2004/05,0,1/07/2004,30/06/2005
MHCS47B,2004/05,0,1/07/2004,30/06/2005
MHIS01,2004/05,0,1/07/2004,30/06/2005
MHIS02,2004/05,0,1/07/2004,30/06/2005
MHIS03,2004/05,0,1/07/2004,30/06/2005
MHIS04,2004/05,0,1/07/2004,30/06/2005
MHIS05,2004/05,0,1/07/2004,30/06/2005
MHIS06,2004/05,0,1/07/2004,30/06/2005
MHIS07,2004/05,0,1/07/2004,30/06/2005
MHIS08,2004/05,0,1/07/2004,30/06/2005
MHIS09,2004/05,0,1/07/2004,30/06/2005
MHIS10,2004/05,0,1/07/2004,30/06/2005
MHIS12,2004/05,0,1/07/2004,30/06/2005
MHIS13,2004/05,0,1/07/2004,30/06/2005
MS01001,2004/05,23.76,1/07/2004,30/06/2005
MS02001,2004/05,0,1/07/2004,30/06/2005
MS02002,2004/05,0,1/07/2004,30/06/2005
MS02003,2004/05,0,1/07/2004,30/06/2005
MS02004,2004/05,0,1/07/2004,30/06/2005
MS02005,2004/05,0,1/07/2004,30/06/2005
MS02006,2004/05,0,1/07/2004,30/06/2005
MS02007,2004/05,0,1/07/2004,30/06/2005
MS02008,2004/05,0,1/07/2004,30/06/2005
MS02009,2004/05,0,1/07/2004,30/06/2005
MS02010,2004/05,0,1/07/2004,30/06/2005
MS02012,2004/05,0,1/07/2004,30/06/2005
MS02013,2004/05,0,1/07/2004,30/06/2005
MS02014,2004/05,0,1/07/2004,30/06/2005
MS02015,2004/05,0,1/07/2004,30/06/2005
MS02016,2004/05,0,1/07/2004,30/06/2005
MS02019,2004/05,0,1/07/2004,30/06/2005
MS02020,2004/05,0,1/07/2004,30/06/2005
MS02021,2004/05,0,1/07/2004,30/06/2005
MS02022,2004/05,0,1/07/2004,30/06/2005
MS02023,2004/05,0,1/07/2004,30/06/2005
NCSP-10,2004/05,0,1/07/2004,30/06/2005
NCSP-20,2004/05,0,1/07/2004,30/06/2005
NS10010,2004/05,0,1/07/2004,30/06/2005
NS10011,2004/05,0,1/07/2004,30/06/2005
NS10012,2004/05,0,1/07/2004,30/06/2005
NS10013,2004/05,0,1/07/2004,30/06/2005
NS10014,2004/05,0,1/07/2004,30/06/2005
NS10031,2004/05,0,1/07/2004,30/06/2005
NS10032,2004/05,0,1/07/2004,30/06/2005
NS10040,2004/05,0,1/07/2004,30/06/2005
NS10041,2004/05,0,1/07/2004,30/06/2005
OT02001,2004/05,40.59,1/07/2004,30/06/2005
OT05001,2004/05,317.49,1/07/2004,30/06/2005
PC0001,2004/05,182.63,1/07/2004,30/06/2005
PC0002,2004/05,182.18,1/07/2004,30/06/2005
PC0003,2004/05,168.75,1/07/2004,30/06/2005
PC0006,2004/05,0,1/07/2004,30/06/2005
PC0007,2004/05,0,1/07/2004,30/06/2005
PC0009,2004/05,0,1/07/2004,30/06/2005
PC0010,2004/05,0,1/07/2004,30/06/2005
PC0014,2004/05,0,1/07/2004,30/06/2005
PC0016,2004/05,0,1/07/2004,30/06/2005
PC0017,2004/05,0,1/07/2004,30/06/2005
RU104,2004/05,0,1/07/2004,30/06/2005
S00001,2004/05,2854.88,1/07/2004,30/06/2005
S00002,2004/05,168.75,1/07/2004,30/06/2005
S00003,2004/05,0,1/07/2004,30/06/2005
S00004,2004/05,657.04,1/07/2004,30/06/2005
S00005,2004/05,432.98,1/07/2004,30/06/2005
S00006,2004/05,0,1/07/2004,30/06/2005
S00007,2004/05,91.05,1/07/2004,30/06/2005
S00008,2004/05,260.55,1/07/2004,30/06/2005
S00009,2004/05,0,1/07/2004,30/06/2005
S00010,2004/05,0,1/07/2004,30/06/2005
S00011,2004/05,0,1/07/2004,30/06/2005
S00012,2004/05,0,1/07/2004,30/06/2005
S05001,2004/05,0,1/07/2004,30/06/2005
S15001,2004/05,2854.88,1/07/2004,30/06/2005
S15002,2004/05,236.73,1/07/2004,30/06/2005
S15003,2004/05,140.75,1/07/2004,30/06/2005
S25001,2004/05,2854.88,1/07/2004,30/06/2005
S25002,2004/05,129.9,1/07/2004,30/06/2005
S25003,2004/05,89.83,1/07/2004,30/06/2005
S25005,2004/05,0,1/07/2004,30/06/2005
S25006,2004/05,0,1/07/2004,30/06/2005
S25007,2004/05,0,1/07/2004,30/06/2005
S25008,2004/05,0,1/07/2004,30/06/2005
S30001,2004/05,2854.88,1/07/2004,30/06/2005
S30002,2004/05,199.18,1/07/2004,30/06/2005
S30003,2004/05,163.25,1/07/2004,30/06/2005
S30006,2004/05,806.1,1/07/2004,30/06/2005
S30007,2004/05,664.5,1/07/2004,30/06/2005
S30008,2004/05,468.9,1/07/2004,30/06/2005
S30009,2004/05,0,1/07/2004,30/06/2005
S30010,2004/05,0,1/07/2004,30/06/2005
S30011,2004/05,0,1/07/2004,30/06/2005
S35001,2004/05,2854.88,1/07/2004,30/06/2005
S35002,2004/05,383.62,1/07/2004,30/06/2005
S35003,2004/05,135.97,1/07/2004,30/06/2005
S40001,2004/05,2854.88,1/07/2004,30/06/2005
S40002,2004/05,121.4,1/07/2004,30/06/2005
S40003,2004/05,110.47,1/07/2004,30/06/2005
S40004,2004/05,133.28,1/07/2004,30/06/2005
S40005,2004/05,282.58,1/07/2004,30/06/2005
S40006,2004/05,281.88,1/07/2004,30/06/2005
S40007,2004/05,0,1/07/2004,30/06/2005
S40008,2004/05,0,1/07/2004,30/06/2005
S45001,2004/05,2854.88,1/07/2004,30/06/2005
S45002,2004/05,251.3,1/07/2004,30/06/2005
S45003,2004/05,139.62,1/07/2004,30/06/2005
S45004,2004/05,234.3,1/07/2004,30/06/2005
S45005,2004/05,118.97,1/07/2004,30/06/2005
S45006,2004/05,2886.64,1/07/2004,30/06/2005
S50001,2004/05,30606.61,1/07/2004,30/06/2005
S50002,2004/05,26397.23,1/07/2004,30/06/2005
S50003,2004/05,141.57,1/07/2004,30/06/2005
S50005,2004/05,242.8,1/07/2004,30/06/2005
S50006,2004/05,151.75,1/07/2004,30/06/2005
S50007,2004/05,115.15,1/07/2004,30/06/2005
S50008,2004/05,13923.97,1/07/2004,30/06/2005
S50009,2004/05,26397.53,1/07/2004,30/06/2005
S50010,2004/05,29008.27,1/07/2004,30/06/2005
S55001,2004/05,2854.88,1/07/2004,30/06/2005
S55002,2004/05,162.67,1/07/2004,30/06/2005
S55003,2004/05,99.55,1/07/2004,30/06/2005
S60001,2004/05,2854.88,1/07/2004,30/06/2005
S60002,2004/05,162.67,1/07/2004,30/06/2005
S60003,2004/05,183.33,1/07/2004,30/06/2005
S60004,2004/05,0,1/07/2004,30/06/2005
S60005,2004/05,0,1/07/2004,30/06/2005
S70001,2004/05,2854.88,1/07/2004,30/06/2005
S70002,2004/05,193.04,1/07/2004,30/06/2005
S70003,2004/05,132.33,1/07/2004,30/06/2005
S70004,2004/05,327.77,1/07/2004,30/06/2005
S70005,2004/05,730.84,1/07/2004,30/06/2005
S70006,2004/05,5463.08,1/07/2004,30/06/2005
S70007,2004/05,145.68,1/07/2004,30/06/2005
S75001,2004/05,2854.88,1/07/2004,30/06/2005
S75002,2004/05,168.75,1/07/2004,30/06/2005
S75003,2004/05,91.06,1/07/2004,30/06/2005
SH01001,2004/05,182.46,1/07/2004,30/06/2005
SH01002,2004/05,96.16,1/07/2004,30/06/2005
SH01003,2004/05,58.35,1/07/2004,30/06/2005
W01002,2004/05,0,1/07/2004,30/06/2005
W01007,2004/05,0,1/07/2004,30/06/2005
W01008,2004/05,0,1/07/2004,30/06/2005
W02001,2004/05,0,1/07/2004,30/06/2005
W02002,2004/05,0,1/07/2004,30/06/2005
W02003,2004/05,0,1/07/2004,30/06/2005
W02004,2004/05,0,1/07/2004,30/06/2005
W02005,2004/05,0,1/07/2004,30/06/2005
W02006,2004/05,0,1/07/2004,30/06/2005
W02007,2004/05,0,1/07/2004,30/06/2005
W02008,2004/05,0,1/07/2004,30/06/2005
W02009,2004/05,0,1/07/2004,30/06/2005
W02010,2004/05,0,1/07/2004,30/06/2005
W02011,2004/05,0,1/07/2004,30/06/2005
W02020,2004/05,0,1/07/2004,30/06/2005
W03001,2004/05,0,1/07/2004,30/06/2005
W03002,2004/05,0,1/07/2004,30/06/2005
W03003,2004/05,0,1/07/2004,30/06/2005
W03005,2004/05,0,1/07/2004,30/06/2005
W03006,2004/05,0,1/07/2004,30/06/2005
W03007,2004/05,0,1/07/2004,30/06/2005
W03008,2004/05,0,1/07/2004,30/06/2005
W03009,2004/05,0,1/07/2004,30/06/2005
W03010,2004/05,0,1/07/2004,30/06/2005
W03011,2004/05,0,1/07/2004,30/06/2005
W04001,2004/05,0,1/07/2004,30/06/2005
W06003,2004/05,3083.16,1/07/2004,30/06/2005
W10001,2004/05,0,1/07/2004,30/06/2005
W10001H,2004/05,0,1/07/2004,30/06/2005
WM1000,2004/05,0,1/07/2004,30/06/2005
WM1005,2004/05,0,1/07/2004,30/06/2005
WM1007,2004/05,0,1/07/2004,30/06/2005
AH01001,2005/06,29.22,1/07/2005,30/06/2006
AH01003,2005/06,29.22,1/07/2005,30/06/2006
AH01004,2005/06,29.86,1/07/2005,30/06/2006
AH01005,2005/06,24.7,1/07/2005,30/06/2006
AH01006,2005/06,29.22,1/07/2005,30/06/2006
AH01007,2005/06,29.22,1/07/2005,30/06/2006
AH01008,2005/06,29.22,1/07/2005,30/06/2006
AH01009,2005/06,0,1/07/2005,30/06/2006
AH01010,2005/06,0,1/07/2005,30/06/2006
BSA-70,2005/06,0,1/07/2005,30/06/2006
CS01001,2005/06,0,1/07/2005,30/06/2006
CS03001,2005/06,7.66,1/07/2005,30/06/2006
CS04001,2005/06,114.87,1/07/2005,30/06/2006
CS04002,2005/06,329.78,1/07/2005,30/06/2006
CS04003,2005/06,36.42,1/07/2005,30/06/2006
CS04004,2005/06,33.67,1/07/2005,30/06/2006
CS04005,2005/06,45.75,1/07/2005,30/06/2006
CS04006,2005/06,55.67,1/07/2005,30/06/2006
CS04007,2005/06,154.25,1/07/2005,30/06/2006
CS04008,2005/06,103.04,1/07/2005,30/06/2006
CS04009,2005/06,0,1/07/2005,30/06/2006
D01001,2005/06,2949.09,1/07/2005,30/06/2006
D01002,2005/06,151.51,1/07/2005,30/06/2006
D01002S1,2005/06,0,1/07/2005,30/06/2006
D01002S2,2005/06,0,1/07/2005,30/06/2006
D01003,2005/06,0,1/07/2005,30/06/2006
D01004,2005/06,59.82,1/07/2005,30/06/2006
D01005,2005/06,145.51,1/07/2005,30/06/2006
D01022,2005/06,0,1/07/2005,30/06/2006
DOM101,2005/06,40.67,1/07/2005,30/06/2006
DOM102,2005/06,40.67,1/07/2005,30/06/2006
DOM103,2005/06,40.67,1/07/2005,30/06/2006
DOM104,2005/06,40.67,1/07/2005,30/06/2006
DOM105,2005/06,14.48,1/07/2005,30/06/2006
DOM106,2005/06,3.93,1/07/2005,30/06/2006
DOM107,2005/06,12.01,1/07/2005,30/06/2006
DSS214,2005/06,391.29,1/07/2005,30/06/2006
DSS215,2005/06,145.99,1/07/2005,30/06/2006
DSS216,2005/06,163.1,1/07/2005,30/06/2006
DSS217,2005/06,145.76,1/07/2005,30/06/2006
DSS235,2005/06,0,1/07/2005,30/06/2006
DSSR262,2005/06,0,1/07/2005,30/06/2006
ED00002,2005/06,0,1/07/2005,30/06/2006
ED02001,2005/06,110.32,1/07/2005,30/06/2006
ED03001,2005/06,122.25,1/07/2005,30/06/2006
ED04001,2005/06,148.1,1/07/2005,30/06/2006
ED05001,2005/06,162.22,1/07/2005,30/06/2006
ED06001,2005/06,201.77,1/07/2005,30/06/2006
FS01001,2005/06,202.32,1/07/2005,30/06/2006
FS01002,2005/06,5318.05,1/07/2005,30/06/2006
FS01003,2005/06,1102.92,1/07/2005,30/06/2006
FS01004,2005/06,782.68,1/07/2005,30/06/2006
FS01005,2005/06,445.1,1/07/2005,30/06/2006
FS01006,2005/06,900.6,1/07/2005,30/06/2006
FS01007,2005/06,1396.57,1/07/2005,30/06/2006
FS01008,2005/06,693.66,1/07/2005,30/06/2006
FS01009,2005/06,1679.81,1/07/2005,30/06/2006
FS01010,2005/06,578.05,1/07/2005,30/06/2006
